timestamp,tvlUsd,apy,apyBase,apyReward,il7d,apyBase7d,pool_id,symbol,feeTier,label
2022-04-28T00:00:00.000Z,141443,5.54914,5.54914,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-04-29T00:00:00.000Z,138904,6.39025,6.39025,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-04-30T00:00:00.000Z,138294,4.95845,4.95845,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-01T00:00:00.000Z,138948,3.68152,3.68152,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-02T00:00:00.000Z,140043,2.39376,2.39376,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-03T00:00:00.000Z,138568,1.92124,1.92124,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-04T00:00:00.000Z,141617,3.51383,3.51383,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-22T00:00:00.000Z,130955,9.22468,9.22468,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-23T00:00:00.000Z,129165,15.89578,15.89578,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-24T00:00:00.000Z,129199,6.59046,6.59046,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-25T00:00:00.000Z,128578,2.94319,2.94319,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-26T00:00:00.000Z,123109,19.71241,19.71241,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-27T00:00:00.000Z,116917,28.68251,28.68251,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-28T00:00:00.000Z,118816,11.59618,11.59618,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-29T00:00:00.000Z,120161,6.94553,6.94553,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-30T00:00:00.000Z,127116,14.35167,14.35167,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-05-31T00:00:00.000Z,125726,6.46551,6.46551,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-06-01T00:00:00.000Z,120381,8.5768,8.5768,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-06-02T00:00:00.000Z,121186,6.16576,6.16576,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-06-03T00:00:00.000Z,117454,5.62413,5.62413,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-06-05T00:00:00.000Z,120462,1.46016,1.46016,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-06-06T00:00:00.000Z,122315,7.20066,7.20066,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-06-07T00:00:00.000Z,117611,7.83642,7.83642,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-08-17T00:00:00.000Z,57852,4.30852,4.30852,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-10-03T19:02:05.326Z,131008,34.7659,34.7659,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-11-10T22:02:03.430Z,121535,31.66593,31.66593,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-11-11T23:02:08.327Z,121637,4.93976,4.93976,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-11-12T23:13:04.663Z,121223,0.61903,0.61903,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
2022-11-13T23:13:06.636Z,121607,0.15074,0.15074,,,,8b3ed515-5e6f-449a-9b64-25113cda7a29,USDC-WETH,0.01%,USDC-WETH (0.01%)
